budget,popularity,revenue,runtime,vote_count,vote_average,Threshold
185000000,75.674458,786636033,122,2495,5.7,1
150000000,50.306728,245527149,113,2320,5.7,1
150000000,29.332905,287594577,91,1171,5.7,1
130000000,21.605568,119269486,124,434,5.7,1
120000000,66.757869,242688965,102,2342,5.7,1
120000000,17.060695,93945766,135,354,5.7,1
116000000,16.90444,178127760,108,428,5.7,1
110000000,19.625972,103951461,76,389,5.7,1
110000000,22.643776,72178895,120,672,5.7,1
115000000,41.498631,274703340,100,2192,5.7,1
93000000,1.859364,368780809,92,2077,5.7,1
98000000,7.029308,10017322,119,136,5.7,1
90000000,16.058284,60874615,114,369,5.7,1
82000000,18.447479,96085477,123,595,5.7,1
90000000,52.612025,146936910,106,1316,5.7,1
80000000,15.673154,15071514,99,359,5.7,1
78000000,47.436675,179265204,110,1155,5.7,1
35000000,13.25753,73034460,100,202,5.7,1
75000000,23.004607,98159963,100,772,5.7,1
75000000,37.917002,226904017,110,880,5.7,1
45000000,20.374308,21009180,113,276,5.7,1
75000000,20.199057,61458982,146,390,5.7,1
70000000,20.230535,309457509,116,455,5.7,1
70000000,24.664776,57958696,107,439,5.7,1
68000000,12.948627,29762011,121,250,5.7,1
50000000,22.769108,150270147,108,453,5.7,1
65000000,49.660055,128905366,123,1252,5.7,1
60000000,18.831023,129181830,94,526,5.7,1
78146652,13.630049,60000000,125,201,5.7,1
60000000,21.08952,55003135,96,380,5.7,1
50000000,15.213484,49111202,121,287,5.7,1
80000000,14.298297,0,122,166,5.7,1
63000000,31.294717,189015611,102,690,5.7,1
58000000,7.739276,41299492,114,130,5.7,1
55000000,32.835777,187361754,94,751,5.7,1
55000000,14.414937,110000000,91,254,5.7,1
55000000,4.366488,18626419,116,194,5.7,1
55000000,12.340384,0,107,134,5.7,1
55000000,7.768223,9450897,125,95,5.7,1
52000000,25.41929,216485654,125,1013,5.7,1
50000000,53.02787,224803475,88,3239,5.7,1
49000000,21.746245,72700000,87,437,5.7,1
47000000,19.525659,102825796,96,594,5.7,1
47000000,6.067212,12379402,104,74,5.7,1
60000000,15.205371,56359980,120,191,5.7,1
40000000,24.992057,161834276,116,736,5.7,1
40000000,29.854773,141069860,114,731,5.7,1
40000000,18.14218,74597643,89,332,5.7,1
65000000,8.680334,0,103,135,5.7,1
40000000,3.476966,22433915,108,92,5.7,1
40000000,6.90894,0,101,81,5.7,1
40000000,8.980846,16872671,103,124,5.7,1
40000000,7.222985,14358033,99,125,5.7,1
35000000,13.932203,0,123,254,5.7,1
38000000,3.426555,17380126,118,80,5.7,1
35000000,18.38292,77477008,106,458,5.7,1
56000000,29.490057,19701164,109,593,5.7,1
35000000,28.670477,46216641,118,1455,5.7,1
35000000,6.81729,0,115,31,5.7,1
35000000,6.727949,13678913,94,55,5.7,1
33000000,9.060642,0,124,116,5.7,1
35000000,18.84332,21819348,90,414,5.7,1
31500000,27.891012,14708696,113,557,5.7,1
30000000,5.73667,0,99,100,5.7,1
30000000,20.355458,36160375,98,359,5.7,1
30000000,27.71063,53909751,124,457,5.7,1
30000000,16.883429,16930884,108,313,5.7,1
30000000,43.882857,0,107,1266,5.7,1
30000000,7.981116,100491683,79,147,5.7,1
28000000,25.520976,68896829,90,615,5.7,1
35000000,6.248273,43650785,114,57,5.7,1
56000000,21.219292,142044638,118,718,5.7,1
28000000,20.267062,8555008,128,364,5.7,1
25000000,14.604911,119772232,104,210,5.7,1
25000000,22.622453,39171130,111,543,5.7,1
0,3.623002,0,92,34,5.7,1
24000000,5.566203,8434146,124,53,5.7,1
22000000,39.006187,63647656,106,1309,5.7,1
20000000,16.663797,46069568,107,295,5.7,1
20000000,15.66135,17280326,108,220,5.7,1
0,0.49446,0,114,20,5.7,1
18000000,9.633711,25312387,94,164,5.7,1
18000000,7.922639,0,90,82,5.7,1
0,3.199784,0,99,42,5.7,1
0,1.326264,0,115,16,5.7,1
15000000,17.638286,216614388,107,559,5.7,1
17000000,11.927667,55534455,94,280,5.7,1
15000000,12.185204,20380,93,41,5.7,1
14000000,6.733485,21409028,103,39,5.7,1
13000000,13.525704,0,88,151,5.7,1
0,12.963328,0,84,157,5.7,1
12000000,4.63093,0,100,46,5.7,1
13000000,17.371327,45300000,89,290,5.7,1
13000000,4.742537,27500000,94,67,5.7,1
13000000,35.522027,48065672,93,737,5.7,1
8000000,8.708229,6739141,95,168,5.7,1
12000000,2.993939,4939939,108,16,5.7,1
11500000,56.805781,94073028,102,1406,5.7,1
24000000,2.259537,13700000,84,34,5.7,1
0,8.950864,0,123,25,5.7,1
10000000,8.9876,103166989,95,418,5.7,1
11500000,4.850402,3275585,100,36,5.7,1
14100000,9.318033,0,107,188,5.7,1
10000000,10.424596,0,93,129,5.7,1
9000000,3.810697,0,91,49,5.7,1
9000000,14.171759,2500000,98,146,5.7,1
0,2.088251,0,108,15,5.7,1
0,1.353971,0,114,9,5.7,1
8000000,11.837067,10130000,104,134,5.7,1
8000000,8.403859,2275557,79,95,5.7,1
10284523,4.820166,11588205,104,75,5.7,1
8000000,14.652342,10848783,92,192,5.7,1
7,4.857028,5,90,63,5.7,1
7000000,7.155519,1429299,106,20,5.7,1
0,1.369649,0,84,19,5.7,1
0,1.229667,0,104,10,5.7,1
5000000,6.063868,0,103,15,5.7,1
4800000,38.83192,80578934,94,887,5.7,1
4600000,3.531877,0,97,60,5.7,1
3730500,6.938854,6294161,112,109,5.7,1
4000000,0.936232,0,103,9,5.7,1
3500000,8.406025,9482579,96,70,5.7,1
2400000,11.753553,0,110,112,5.7,1
3000000,22.789649,177512032,91,722,5.7,1
3000000,21.607228,29999213,87,361,5.7,1
3000000,11.158167,19472057,86,216,5.7,1
3000000,3.937939,4109095,117,35,5.7,1
3000000,16.900433,748453,86,211,5.7,1
3000000,11.882563,22000,112,197,5.7,1
4000000,14.206525,36690067,95,254,5.7,1
0,1.532518,0,90,5,5.7,1
0,2.659804,0,85,59,5.7,1
2000000,5.100741,0,96,50,5.7,1
0,1.742383,0,80,12,5.7,1
0,12.677016,0,83,159,5.7,1
1300000,1.473405,0,87,17,5.7,1
1100000,7.717237,0,110,77,5.7,1
5000000,6.96858,23507567,121,72,5.7,1
1000000,0.153625,0,90,3,5.7,1
0,6.679954,0,95,117,5.7,1
950000,7.310879,0,87,92,5.7,1
750000,12.284939,0,90,209,5.7,1
500000,2.537032,17000000,97,30,5.7,1
500000,9.108949,98017,85,251,5.7,1
300000,2.733725,0,97,45,5.7,1
0,1.70819,0,94,13,5.7,1
0,0.812855,0,96,16,5.7,1
250000,0.065103,0,96,7,5.7,1
0,2.353483,0,78,19,5.7,1
50000,0.54562,0,81,3,5.7,1
0,0.857008,0,98,7,5.7,1
180000000,42.990906,372234864,113,1303,5.8,1
210000000,116.840296,1091405097,165,3095,5.8,1
200000000,49.98659,559852396,106,2033,5.8,1
170000000,77.178973,396600000,127,3118,5.8,1
150000000,35.580815,215283742,109,1470,5.8,1
155000000,202.042635,440603537,126,3631,5.8,1
140000000,54.159392,431971116,133,1092,5.8,1
130000000,17.7735,150406466,100,373,5.8,1
115000000,18.714197,77628265,134,341,5.8,1
125000000,143.350376,477200000,101,2636,5.8,1
135000000,39.873791,245623848,112,963,5.8,1
133000000,30.475297,300135367,84,959,5.8,1
145000000,10.660441,25819961,137,106,5.8,1
0,27.867368,233755553,92,428,5.8,1
75000000,36.743324,152930623,104,932,5.8,1
85000000,14.132583,144000000,97,288,5.8,1
80000000,45.589568,246984278,100,1155,5.8,1
80000000,25.978555,123729176,96,631,5.8,1
80000000,16.681269,159212469,115,378,5.8,1
79000000,40.723459,355692760,94,1030,5.8,1
75000000,47.094369,367275019,90,1557,5.8,1
80000000,14.209329,55041367,130,369,5.8,1
0,12.708963,5802422,84,282,5.8,1
73000000,20.790703,103891409,98,327,5.8,1
75000000,18.65988,13100000,134,476,5.8,1
70000000,46.217769,277448382,124,1424,5.8,1
74000000,36.952268,311594032,93,719,5.8,1
80000000,34.052253,116643346,117,770,5.8,1
70000000,43.873266,154984035,118,1523,5.8,1
70000000,23.25645,134748021,133,493,5.8,1
68000000,107.069763,698491347,124,2301,5.8,1
62000000,11.262655,18720175,125,178,5.8,1
60000000,28.800112,204594016,133,636,5.8,1
60000000,16.493576,50877145,93,258,5.8,1
60000000,61.849521,205754447,99,1621,5.8,1
60000000,15.352807,77920346,108,225,5.8,1
60000000,22.620125,119940815,100,391,5.8,1
60000000,12.621769,33956608,110,130,5.8,1
60000000,2.143764,300228084,97,1363,5.8,1
56000000,35.4763,113006880,95,842,5.8,1
55000000,17.231675,121969216,133,256,5.8,1
50000000,38.616744,242786137,96,854,5.8,1
50000000,20.566554,160602194,89,817,5.8,1
50000000,15.931084,0,124,255,5.8,1
50000000,13.365715,105197635,129,510,5.8,1
50000000,14.723467,44434439,110,458,5.8,1
50000000,19.267479,38502340,84,391,5.8,1
50000000,21.312186,16671505,99,274,5.8,1
48000000,36.585509,220673217,84,912,5.8,1
45000000,53.090422,101702060,93,1309,5.8,1
45000000,26.79781,113916474,100,575,5.8,1
57000000,7.524671,0,117,60,5.8,1
42000000,33.238296,171963386,90,773,5.8,1
57000000,21.021809,147845033,123,441,5.8,1
0,7.519433,0,116,51,5.8,1
40000000,27.303608,141591324,98,629,5.8,1
40000000,7.021871,0,106,114,5.8,1
0,32.808675,0,116,1468,5.8,1
0,18.678415,69485490,102,191,5.8,1
37000000,4.131546,6482195,118,52,5.8,1
40000000,27.009723,79700000,110,594,5.8,1
37000000,127.084938,392616625,122,3561,5.8,1
36000000,23.380757,160000000,134,338,5.8,1
36000000,19.854932,44350926,109,258,5.8,1
37000000,11.492474,96047633,114,556,5.8,1
35000000,11.041659,86369815,100,550,5.8,1
30000000,11.120167,58405313,98,140,5.8,1
35000000,14.699342,36098382,102,325,5.8,1
27000000,9.904881,16519460,117,129,5.8,1
35000000,20.27704,10496317,93,307,5.8,1
30000000,21.538222,22211426,108,363,5.8,1
30000000,12.967137,114281051,100,284,5.8,1
30000000,11.409124,63833449,99,205,5.8,1
0,7.922716,0,114,81,5.8,1
80000000,10.81051,118880016,131,196,5.8,1
30000000,63.848541,82394288,100,1463,5.8,1
30000000,20.063165,108609310,108,339,5.8,1
30000000,8.359599,18195610,108,153,5.8,1
30000000,10.958697,0,103,195,5.8,1
29000000,10.364582,0,86,135,5.8,1
28000000,22.074306,38159905,103,491,5.8,1
28000000,12.921594,7002261,108,195,5.8,1
15000000,5.411154,201957688,111,628,5.8,1
42000000,14.831402,35402320,118,198,5.8,1
30000000,26.69592,114908830,97,594,5.8,1
25000000,15.505137,78000000,88,286,5.8,1
25000000,31.64341,117719158,93,974,5.8,1
35000000,5.784661,0,85,44,5.8,1
0,7.057765,0,105,368,5.8,1
25000000,12.837116,56489558,101,236,5.8,1
14000000,21.680424,85446075,92,498,5.8,1
24000000,6.589193,16290976,87,92,5.8,1
11000000,11.071522,0,90,101,5.8,1
21000000,5.815881,17600000,120,65,5.8,1
20000000,22.049787,84146832,96,381,5.8,1
20000000,11.203335,41237648,115,129,5.8,1
20000000,18.632156,65464324,104,481,5.8,1
20000000,3.996392,0,101,63,5.8,1
0,5.0348,0,99,143,5.8,1
20000000,17.016284,0,108,255,5.8,1
20000000,9.149089,16605763,84,52,5.8,1
20000000,35.232278,32204030,95,715,5.8,1
22000000,1.322528,0,100,82,5.8,1
0,2.013405,0,101,14,5.8,1
0,12.283025,0,118,221,5.8,1
0,2.366251,5310554,121,40,5.8,1
0,1.583918,0,107,11,5.8,1
18000000,18.379124,100000000,103,383,5.8,1
17000000,12.313143,6735922,117,177,5.8,1
17500000,7.180403,7018189,93,16,5.8,1
17500000,14.304444,19179969,110,172,5.8,1
20000000,36.133536,136150434,90,730,5.8,1
16800000,4.358255,2281089,122,73,5.8,1
0,12.335827,0,102,253,5.8,1
35000000,30.556135,42930462,112,1138,5.8,1
15000000,11.375032,35007180,106,156,5.8,1
15000000,24.612603,37930465,97,742,5.8,1
22000000,12.4654,0,98,251,5.8,1
20000000,6.459787,27187375,85,72,5.8,1
14500000,4.389363,0,98,9,5.8,1
14000000,5.102258,25482931,95,48,5.8,1
12000000,2.238646,21001563,117,32,5.8,1
0,0.633004,0,127,1,5.8,1
0,1.866443,0,104,22,5.8,1
7000000,17.113408,72500000,99,281,5.8,1
13000000,16.681567,35763605,84,308,5.8,1
10000000,4.267466,303877,127,45,5.8,1
0,6.116436,0,110,29,5.8,1
15000000,7.497306,5024782,90,84,5.8,1
12000000,16.931846,23006849,104,364,5.8,1
12000000,4.770195,6754898,116,78,5.8,1
20000000,5.727602,17479,113,62,5.8,1
24000000,4.12064,14782676,89,53,5.8,1
0,4.146752,16017403,95,75,5.8,1
10000000,12.792446,17500000,97,160,5.8,1
28000000,14.754281,90449929,98,568,5.8,1
10000000,35.695442,183474602,92,865,5.8,1
10000000,38.179483,64188367,97,1102,5.8,1
10000000,30.934688,33583175,80,816,5.8,1
14000000,2.698185,24637469,116,36,5.8,1
10000000,22.888173,42333295,98,441,5.8,1
10000000,19.263477,7587485,97,383,5.8,1
10000000,0.072085,0,125,14,5.8,1
0,0.122874,140987,94,4,5.8,1
0,6.904734,0,85,21,5.8,1
6000000,5.119593,14348529,98,214,5.8,1
9000000,4.799022,0,103,75,5.8,1
8000000,4.482714,22593409,91,62,5.8,1
8000000,4.090382,458232,99,18,5.8,1
22000000,12.893219,413454,97,103,5.8,1
7500000,2.226412,0,109,26,5.8,1
7500000,0.086731,0,101,2,5.8,1
7000000,9.887662,0,103,95,5.8,1
0,1.799504,0,100,8,5.8,1
0,10.416332,523511,93,212,5.8,1
0,0.542814,0,92,5,5.8,1
7000000,6.665164,0,94,110,5.8,1
0,4.240495,0,125,44,5.8,1
5000000,8.190888,0,89,73,5.8,1
5000000,6.759235,0,88,27,5.8,1
0,7.864905,0,87,65,5.8,1
4500000,22.585384,58853106,104,408,5.8,1
0,7.288352,10000000,109,34,5.8,1
0,0.502396,0,87,6,5.8,1
0,3.408955,0,90,38,5.8,1
0,0.595136,0,104,9,5.8,1
0,1.026243,0,86,19,5.8,1
0,1.128559,0,87,12,5.8,1
3000000,0.431332,0,97,5,5.8,1
3000000,9.249229,0,90,136,5.8,1
2160000,0.1813,9132000,119,4,5.8,1
2000000,1.892183,124494,91,36,5.8,1
0,0.361554,0,76,2,5.8,1
1950000,3.696123,0,90,49,5.8,1
0,4.665026,0,95,12,5.8,1
0,3.068463,0,82,27,5.8,1
15000000,0.165909,0,87,2,5.8,1
1250000,1.6116,0,106,25,5.8,1
0,10.639774,0,100,160,5.8,1
850000,14.238376,1243961,85,110,5.8,1
0,1.292948,0,87,22,5.8,1
35000000,38.100488,170000000,99,923,5.8,1
0,0.619348,0,78,9,5.8,1
0,3.299345,0,84,23,5.8,1
0,2.805351,0,86,49,5.8,1
70000,6.328665,0,92,121,5.8,1
4000000,27.662696,600896,95,631,5.8,1
258000000,115.699814,890871626,139,3576,5.9,1
255000000,49.046956,89289910,149,2311,5.9,1
200000000,71.862892,371353001,115,2463,5.9,1
175000000,90.23792,745000000,123,7458,5.9,1
175000000,44.640292,264218220,135,992,5.9,1
175000000,41.796339,150962475,119,1326,5.9,1
200000000,69.405188,435000000,109,2143,5.9,1
150000000,81.781591,413106170,105,1971,5.9,1
150000000,48.03528,128388320,111,954,5.9,1
100000000,25.159168,202026112,90,627,5.9,1
137000000,26.074908,85131830,106,433,5.9,1
125000000,54.931334,546388105,123,1928,5.9,1
120000000,62.641286,415484914,123,2341,5.9,1
117000000,44.906918,261930431,109,1547,5.9,1
110000000,86.105615,179246868,121,1998,5.9,1
85000000,23.230851,149044513,85,601,5.9,1
100000000,58.991388,103039258,119,2295,5.9,1
90000000,40.262261,174578751,106,1648,5.9,1
68000000,20.913852,118063304,116,302,5.9,1
90000000,15.350451,140807547,107,290,5.9,1
100000000,37.272385,384335608,108,1410,5.9,1
85000000,21.218,222231186,88,1799,5.9,1
75000000,34.070054,140464664,120,855,5.9,1
80000000,23.531721,212874442,99,901,5.9,1
90000000,6.643778,0,114,208,5.9,1
75000000,31.054334,142400065,129,893,5.9,1
80000000,36.664991,122444772,89,1195,5.9,1
75000000,31.482872,875958308,87,3462,5.9,1
75000000,13.318744,215663859,124,283,5.9,1
55000000,19.143321,127600435,134,311,5.9,1
82000000,39.127082,89792502,110,1623,5.9,1
73000000,45.720894,349779543,97,1022,5.9,1
70000000,14.244518,32287044,125,241,5.9,1
75000000,10.54544,13596911,95,228,5.9,1
70000000,6.682006,18662027,88,43,5.9,1
68000000,22.392544,193000000,124,437,5.9,1
63000000,24.697533,162945894,128,447,5.9,1
65000000,31.349143,179379533,83,1743,5.9,1
65000000,38.994297,156974557,103,1389,5.9,1
63000000,40.137264,296655431,94,979,5.9,1
65000000,9.568884,121545703,127,145,5.9,1
53000000,19.412028,0,93,569,5.9,1
60000000,24.153567,93354918,101,487,5.9,1
60000000,16.278022,157920733,107,353,5.9,1
60000000,29.018826,96269812,119,581,5.9,1
60000000,4.801849,0,119,50,5.9,1
60000000,42.538258,50549107,105,1173,5.9,1
70000000,37.44963,162000000,109,1365,5.9,1
60000000,18.380176,73174566,101,375,5.9,1
58000000,12.29603,50365377,125,178,5.9,1
55000000,38.06168,152263880,97,1122,5.9,1
55000000,15.064058,214015089,123,210,5.9,1
55000000,7.027139,141047179,134,120,5.9,1
0,1.453765,0,172,26,5.9,1
52000000,32.015477,75450437,112,736,5.9,1
50000000,32.693093,155446362,121,1486,5.9,1
50000000,43.450266,144492830,109,1567,5.9,1
50000000,13.298205,49718611,119,189,5.9,1
50000000,6.22577,58900031,95,75,5.9,1
50000000,3.314004,10541523,114,81,5.9,1
55000000,11.329727,0,109,132,5.9,1
47000000,7.859226,103738726,103,251,5.9,1
45000000,17.270539,94935764,89,299,5.9,1
45000000,10.731574,53854588,135,150,5.9,1
45000000,11.095914,0,96,134,5.9,1
32000000,28.22119,156167015,133,541,5.9,1
40000000,36.301202,111811453,100,944,5.9,1
40000000,17.869443,90029656,109,612,5.9,1
50000000,14.231899,170128460,107,297,5.9,1
47000000,38.555482,157887643,92,866,5.9,1
30000000,9.965073,50451307,103,182,5.9,1
40000000,4.516953,24332324,128,81,5.9,1
0,5.778724,0,128,48,5.9,1
38000000,4.746085,28121100,106,54,5.9,1
40000000,15.590001,19322135,89,482,5.9,1
0,6.7698,0,90,15,5.9,1
38000000,46.078371,112343513,110,1201,5.9,1
0,6.668679,0,112,27,5.9,1
35000000,72.774941,140795793,125,1181,5.9,1
35000000,14.029012,59901913,112,296,5.9,1
35000000,27.934978,57120318,108,730,5.9,1
35000000,12.677505,32483410,101,238,5.9,1
31000000,22.71592,27388767,96,437,5.9,1
32000000,5.347936,5914908,108,86,5.9,1
34000000,29.887404,210308099,126,541,5.9,1
30000000,3.845231,74787599,132,56,5.9,1
30000000,33.385429,114663461,89,856,5.9,1
0,17.943945,0,111,278,5.9,1
30000000,29.359201,0,118,690,5.9,1
0,29.647844,18074539,118,638,5.9,1
0,20.362025,0,91,306,5.9,1
30000000,8.085872,37036004,127,159,5.9,1
27000000,3.123583,76000000,113,44,5.9,1
28,9.670031,14,93,173,5.9,1
0,5.271559,4488529,112,56,5.9,1
0,2.653988,0,120,23,5.9,1
26000000,37.355826,90426405,90,1023,5.9,1
0,15.376391,0,109,194,5.9,1
0,7.615653,0,97,87,5.9,1
25000000,13.288177,27645491,98,185,5.9,1
25000000,4.051221,0,107,66,5.9,1
24000000,3.572339,0,108,111,5.9,1
24000000,20.69219,68729358,93,742,5.9,1
24000000,2.753313,21049053,134,58,5.9,1
23000000,23.839127,185991646,90,512,5.9,1
23000000,8.976738,18653615,114,66,5.9,1
23000000,5.494047,9366227,86,56,5.9,1
22000000,9.175762,67800064,138,83,5.9,1
0,7.588597,0,114,128,5.9,1
0,6.847133,0,104,140,5.9,1
35000000,4.189378,69701637,114,41,5.9,1
20000000,19.636044,187884007,116,406,5.9,1
0,7.050951,0,114,52,5.9,1
20000000,20.495749,27640028,110,292,5.9,1
0,11.349664,0,98,308,5.9,1
20000000,16.176976,49779728,104,525,5.9,1
20000000,35.542809,34560577,96,861,5.9,1
20000000,8.237336,16549477,110,88,5.9,1
20000000,7.698075,0,100,179,5.9,1
0,20.086645,0,101,286,5.9,1
19000000,27.494037,49830607,101,583,5.9,1
0,3.376967,0,110,43,5.9,1
18000000,12.243887,41382841,103,136,5.9,1
18000000,13.462544,0,87,319,5.9,1
2700000,10.47644,3500000,93,108,5.9,1
15000000,23.980329,51053787,80,479,5.9,1
24000000,42.669304,99965753,89,966,5.9,1
17000000,12.709227,30331165,81,198,5.9,1
16000000,14.759948,119754278,93,542,5.9,1
16000000,21.380635,0,91,402,5.9,1
15000000,21.095489,75700498,92,355,5.9,1
15000000,31.565117,61548707,98,584,5.9,1
15000000,7.809701,20529194,117,80,5.9,1
15000000,11.379652,17080167,114,173,5.9,1
0,1.800119,0,85,25,5.9,1
15000000,8.113634,12000000,92,97,5.9,1
12000000,22.708647,6814789,97,386,5.9,1
0,4.898437,0,112,60,5.9,1
15000000,26.373864,8459458,96,498,5.9,1
3100000,7.453347,0,111,92,5.9,1
12000000,4.330428,5542025,86,43,5.9,1
12000000,7.558959,37170057,91,65,5.9,1
11000000,1.396985,2200000,124,16,5.9,1
10800000,32.943848,113857533,92,820,5.9,1
11000000,31.763201,0,97,881,5.9,1
10000000,29.244768,139352633,93,903,5.9,1
12305523,36.582038,36230219,107,748,5.9,1
0,10.254807,6861102,87,135,5.9,1
0,16.361743,6842058,94,289,5.9,1
7700000,7.554799,1072602,123,131,5.9,1
8800000,3.789485,0,90,62,5.9,1
8000000,13.517017,10629321,118,261,5.9,1
8000000,7.433574,852872,112,63,5.9,1
0,6.335881,0,109,41,5.9,1
0,6.41678,882290,100,31,5.9,1
7000000,2.26778,453079,108,29,5.9,1
5000000,35.108498,38275483,92,858,5.9,1
0,6.379933,0,104,123,5.9,1
6000000,3.427061,0,97,10,5.9,1
6000000,33.296684,0,90,1671,5.9,1
5500000,5.033065,5000000,120,45,5.9,1
5000000,29.15813,205703818,83,669,5.9,1
10000000,15.688439,17273593,90,365,5.9,1
5000000,9.302349,17768757,88,209,5.9,1
5000000,4.498368,4074023,41,11,5.9,1
5000000,4.129165,742898,98,58,5.9,1
4700000,9.617777,8025872,101,139,5.9,1
0,0.706355,0,103,18,5.9,1
0,10.142218,0,120,140,5.9,1
6000000,1.433692,9000000,82,15,5.9,1
4000000,12.062371,1104682,88,316,5.9,1
3500000,10.729884,14000000,92,129,5.9,1
16000000,9.18885,68411275,93,137,5.9,1
3000000,4.337685,3076820,87,90,5.9,1
2600000,14.013414,32980880,91,237,5.9,1
0,7.151154,0,98,58,5.9,1
3800000,2.559806,111731,84,18,5.9,1
2000000,7.502934,54207,97,88,5.9,1
0,1.619635,0,102,10,5.9,1
0,3.677831,0,100,7,5.9,1
1000000,3.990215,10013424,97,48,5.9,1
1500000,7.5591,173066,86,107,5.9,1
1,1.452152,0,94,18,5.9,1
1000000,1.600797,0,85,18,5.9,1
0,0.106949,0,100,10,5.9,1
1000000,3.322721,10037390,107,43,5.9,1
0,3.65924,0,108,30,5.9,1
0,0.322553,0,14,8,5.9,1
0,1.623769,0,86,13,5.9,1
0,10.924273,316472,104,208,5.9,1
0,3.905877,0,103,41,5.9,1
15000,47.456823,193355800,86,1316,5.9,1
300000,6.473667,8000000,80,124,5.9,1
0,0.493223,0,86,6,5.9,1
120000,2.213889,0,88,24,5.9,1
9000,0.642552,0,85,5,5.9,1
150000000,21.939663,836297228,150,3138,6,2
175000000,36.167578,381509870,94,1423,6,2
165000000,44.041186,752600867,93,1959,6,2
160000000,42.986467,798958165,93,2278,6,2
149000000,22.550135,64459316,85,874,6,2
140000000,91.332849,441818803,88,3114,6,2
135000000,39.604363,361832400,128,862,6,2
140000000,44.19092,183345589,120,1000,6,2
130000000,90.33681,276572938,120,2651,6,2
115000000,60.467984,164602163,114,1523,6,2
110000000,100.412364,470490832,114,2968,6,2
110000000,42.887121,333011068,119,925,6,2
100000000,41.426678,278731369,103,1699,6,2
98000000,41.862983,433013274,130,2206,6,2
95000000,61.121717,226497209,118,2010,6,2
82500000,41.176631,237681299,107,2104,6,2
80000000,77.580661,274470394,103,2926,6,2
80000000,23.496054,230685453,110,1051,6,2
75000000,29.558157,260696994,91,1333,6,2
86000000,27.097932,107944236,94,639,6,2
80000000,38.864027,271430189,102,1705,6,2
0,13.758526,0,125,216,6,2
70000000,20.089933,116672912,116,352,6,2
75000000,23.515938,59418613,123,385,6,2
66000000,25.877794,212404396,112,602,6,2
65000000,18.281798,69700000,104,238,6,2
65000000,33.439187,133821816,119,466,6,2
45000000,42.57877,73762516,105,1175,6,2
65000000,14.866901,0,135,208,6,2
60000000,41.515702,171757863,83,1272,6,2
60000000,27.615108,43061982,101,669,6,2
60000000,18.877795,0,111,368,6,2
60000000,22.736038,30800231,118,487,6,2
60000000,27.018886,57490374,106,592,6,2
68490000,4.72629,193677158,120,24,6,2
60000000,14.113066,61347797,97,226,6,2
56000000,23.438398,57223890,86,381,6,2
55000000,36.194802,231449203,103,1129,6,2
50000000,19.830132,287928194,100,1019,6,2
55000000,13.191829,0,97,254,6,2
55000000,8.634954,34234008,94,189,6,2
50000000,38.125008,173649015,119,923,6,2
50000000,16.251204,88323487,115,692,6,2
50000000,11.596207,100020092,113,220,6,2
50000000,19.434672,48169156,125,395,6,2
50000000,16.167093,56714147,120,268,6,2
50000000,23.073933,30303072,132,387,6,2
50000000,6.567065,82169884,121,654,6,2
44000000,42.933027,63327201,125,1817,6,2
50000000,13.391833,60161391,118,368,6,2
50000000,18.394571,22944502,127,444,6,2
48000000,18.60049,85498534,112,518,6,2
0,11.940711,0,118,418,6,2
40000000,30.002907,95149435,113,697,6,2
40000000,28.029015,160583018,88,852,6,2
45000000,6.513856,11203026,106,154,6,2
45000000,35.6585,160078586,101,1007,6,2
43000000,5.418921,0,103,208,6,2
0,26.799913,73100172,105,593,6,2
40000000,26.516624,190212113,98,699,6,2
40000000,24.012986,91753202,106,457,6,2
40000000,47.649554,126248813,107,1206,6,2
40000000,19.574774,84601681,101,394,6,2
0,3.621837,0,111,67,6,2
40000000,13.119133,22044277,91,373,6,2
40000000,21.362949,44907260,113,433,6,2
30000000,18.256028,180622424,108,394,6,2
57000000,11.60815,16991902,105,190,6,2
36000000,33.926473,64572262,101,894,6,2
33000000,25.413955,104155843,107,436,6,2
34000000,18.39217,95608995,90,345,6,2
0,23.666229,0,104,415,6,2
35000000,28.069419,84606030,137,741,6,2
35000000,19.774543,72436439,110,485,6,2
35000000,23.835055,93246388,109,436,6,2
31000000,16.736734,41512007,98,293,6,2
35000000,9.789027,63215872,92,216,6,2
29000000,14.993169,50041732,103,242,6,2
32000000,18.47242,69055695,107,394,6,2
32000000,13.611544,42045846,102,262,6,2
30000000,36.432598,287553595,108,1344,6,2
31000000,6.487344,15134293,105,89,6,2
35000000,13.788422,155545279,102,449,6,2
30,4.590277,103,78,100,6,2
30000000,34.36645,254134910,89,733,6,2
30000000,27.230493,152427960,131,506,6,2
30000000,18.706504,35294470,109,311,6,2
30000000,9.607391,19204929,87,127,6,2
17000000,18.27083,24922237,106,603,6,2
0,2.774811,0,108,31,6,2
28000000,41.638961,52597999,113,883,6,2
28000000,4.436792,8888143,119,69,6,2
27000000,11.870301,44352417,117,238,6,2
26000000,24.345651,110230332,97,879,6,2
26000000,4.810621,0,100,62,6,2
25000000,19.750059,91036760,115,330,6,2
25500000,12.756344,2415472,128,171,6,2
25000000,18.896239,40452643,103,414,6,2
25000000,10.699952,24902723,120,378,6,2
25000000,17.339852,10589102,122,326,6,2
0,5.000126,0,117,21,6,2
23000000,7.901891,0,97,118,6,2
22000000,20.699212,147880543,110,428,6,2
